ID,op_status,total_funding_usd,funding_rounds,first_funding_date,last_funding_date,num_investors,funding_duration,first_funding_utc,last_funding_utc,successful_investment
7944,operating,25000,1,01-09-2012,01-09-2012,1,0,15584,15584,0
7945,operating,176875,1,01-11-2013,01-11-2013,1,0,16010,16010,0
7946,closed,3170000,1,28-06-2007,28-06-2007,2,0,13692,13692,0
7947,operating,12500000,2,05-11-2014,14-04-2015,6,160,16379,16539,0
7948,operating,10000000,1,09-03-2012,09-03-2012,2,0,15408,15408,0
7949,closed,20000,1,01-04-2015,01-04-2015,1,0,16526,16526,0
7950,operating,250887.8643,1,01-03-2014,01-03-2014,1,0,16130,16130,0
7951,closed,150000,1,15-06-2011,15-06-2011,1,0,15140,15140,0
7952,acquired,19600000,3,01-03-2005,15-10-2008,8,1324,12843,14167,1
7953,operating,2975000,4,15-12-2011,07-06-2013,9,540,15323,15863,0
7954,operating,,1,01-11-2012,01-11-2012,1,0,15645,15645,0
7955,ipo,91850846,9,03-03-2006,25-06-2015,8,3401,13210,16611,1
7956,operating,17550668,5,01-01-2007,20-02-2013,6,2242,13514,15756,0
7957,acquired,,1,29-02-2012,29-02-2012,2,0,15399,15399,1
7958,operating,42200000,4,01-12-2010,16-04-2015,7,1597,14944,16541,0
7959,operating,,2,20-06-2013,05-08-2014,7,411,15876,16287,0
7960,operating,46300000,3,05-07-2013,02-06-2015,9,697,15891,16588,0
7961,operating,262000,1,02-09-2015,02-09-2015,5,0,16680,16680,0
7962,acquired,36000000,2,12-02-2008,07-10-2010,4,968,13921,14889,1
7963,operating,,1,15-12-2013,15-12-2013,1,0,16054,16054,0
7964,operating,1900000,1,18-08-2015,18-08-2015,9,0,16665,16665,0
7965,operating,,1,21-03-2012,21-03-2012,2,0,15420,15420,0
7966,operating,29000000,2,01-03-2005,22-10-2007,8,965,12843,13808,0
7967,operating,590000,1,23-11-2005,23-11-2005,1,0,13110,13110,0
7968,operating,5100000,4,01-01-2008,17-09-2013,11,2086,13879,15965,0
7969,operating,2110120,3,06-11-2009,23-11-2012,1,1113,14554,15667,0
7970,acquired,13200001,4,01-01-2006,10-07-2009,6,1286,13149,14435,1
7971,operating,4215900,1,30-07-2009,30-07-2009,1,0,14455,14455,0
7972,acquired,11600000,2,01-12-2003,01-02-2005,2,428,12387,12815,1
7973,operating,20000,2,14-10-2014,03-03-2015,1,140,16357,16497,0
7974,closed,110000,2,03-09-2013,23-12-2013,1,111,15951,16062,0
7975,operating,25000,1,26-10-2015,26-10-2015,1,0,16734,16734,0
7976,operating,400000,1,01-03-2013,01-03-2013,2,0,15765,15765,0
7977,operating,,1,24-04-2013,24-04-2013,1,0,15819,15819,0
7978,acquired,,1,26-04-1999,26-04-1999,1,0,10707,10707,1
7979,acquired,7300000,2,01-01-2012,18-09-2013,3,626,15340,15966,1
7980,closed,2600000,1,12-11-2002,12-11-2002,2,0,12003,12003,0
7981,operating,,1,30-04-2015,30-04-2015,1,0,16555,16555,0
7982,acquired,5792000,3,01-07-2007,04-03-2009,4,612,13695,14307,1
7983,operating,40000,1,01-06-2014,01-06-2014,1,0,16222,16222,0
7984,operating,80000000,2,24-10-2014,06-08-2015,6,286,16367,16653,0
7985,operating,69644842,6,09-02-2009,08-01-2015,20,2159,14284,16443,0
7986,operating,3759300,1,18-07-2006,18-07-2006,1,0,13347,13347,0
7987,operating,8000000,1,18-06-2007,18-06-2007,3,0,13682,13682,0
7988,operating,1300000,1,08-02-2014,08-02-2014,2,0,16109,16109,0
7989,closed,,1,12-09-1994,12-09-1994,1,0,9020,9020,0
7990,acquired,16000000,1,17-11-2006,17-11-2006,6,0,13469,13469,1
7991,operating,5120000,1,06-02-2008,06-02-2008,1,0,13915,13915,0
7992,operating,,1,05-01-2014,05-01-2014,1,0,16075,16075,0
7993,operating,182610,1,03-07-2013,03-07-2013,1,0,15889,15889,0
7994,operating,10000000,2,01-04-2013,09-06-2015,8,799,15796,16595,0
7995,operating,1125000,2,01-01-2013,20-08-2013,2,231,15706,15937,0
7996,operating,18300000,3,26-09-2007,10-07-2012,2,1749,13782,15531,0
7997,operating,406255,3,01-07-2014,01-11-2014,3,123,16252,16375,0
7998,operating,12250000,2,01-05-2012,21-04-2015,20,1085,15461,16546,0
7999,closed,42446.96656,1,20-09-2015,20-09-2015,1,0,16698,16698,0
8000,operating,4000000,3,08-11-2006,06-03-2014,6,2675,13460,16135,0
8001,closed,1250000,1,27-06-2013,27-06-2013,13,0,15883,15883,0
8002,operating,,1,01-12-2010,01-12-2010,2,0,14944,14944,0
8003,operating,5500000,2,28-10-2011,01-05-2013,7,551,15275,15826,0
8004,operating,,2,26-04-2012,01-07-2013,2,431,15456,15887,0
8005,operating,650000,1,02-12-2012,02-12-2012,1,0,15676,15676,0
8006,operating,200000000,1,14-05-2013,14-05-2013,1,0,15839,15839,0
8007,acquired,16040161,3,14-09-2004,24-04-2009,8,1683,12675,14358,1
8008,acquired,60500000,1,12-09-2006,12-09-2006,6,0,13403,13403,1
8009,operating,3387542,2,19-07-2011,15-06-2012,2,332,15174,15506,0
8010,operating,7000000,2,24-11-2010,20-05-2011,3,177,14937,15114,0
8011,operating,8975002,2,14-06-2010,31-03-2014,1,1386,14774,16160,0
8012,operating,,1,01-09-2013,01-09-2013,1,0,15949,15949,0
8013,operating,,1,03-05-2012,03-05-2012,1,0,15463,15463,0
8014,operating,243575.388,2,27-10-2014,21-09-2015,3,329,16370,16699,0
8015,operating,,1,28-06-2010,28-06-2010,1,0,14788,14788,0
8016,operating,7540000,4,16-07-2014,24-10-2014,21,100,16267,16367,0
8017,ipo,385891470,10,07-10-2009,15-06-2015,8,2077,14524,16601,1
8018,operating,11614359,3,31-03-2010,17-09-2014,9,1631,14699,16330,0
8019,operating,41250,1,01-01-2014,01-01-2014,1,0,16071,16071,0
8020,operating,14518000,5,01-01-2012,01-07-2014,40,912,15340,16252,0
8021,operating,350000,1,11-05-2015,11-05-2015,2,0,16566,16566,0
8022,operating,3000000,2,03-11-2014,06-05-2015,1,184,16377,16561,0
8023,operating,700000,1,26-05-2015,26-05-2015,1,0,16581,16581,0
8024,closed,4000000,1,27-10-2015,27-10-2015,1,0,16735,16735,0
8025,operating,70391,2,12-10-2013,10-06-2014,2,241,15990,16231,0
8026,operating,135000,1,06-01-2015,06-01-2015,2,0,16441,16441,0
8027,operating,11298100,3,01-08-2005,29-10-2010,6,1915,12996,14911,0
8028,operating,164744,1,01-01-2014,01-01-2014,1,0,16071,16071,0
8029,operating,36060811,2,01-01-2014,02-07-2015,1,547,16071,16618,0
8030,operating,2300000,2,01-06-2012,01-03-2013,1,273,15492,15765,0
8031,operating,500000,1,29-12-2014,29-12-2014,1,0,16433,16433,0
8032,acquired,646740,2,16-05-2008,01-07-2009,3,411,14015,14426,1
8033,closed,20000000,2,07-11-2003,01-11-2006,8,1090,12363,13453,0
8034,operating,10000000,1,07-05-2014,07-05-2014,2,0,16197,16197,0
8035,operating,11500000,3,18-02-2013,29-07-2015,12,891,15754,16645,0
8036,operating,,1,25-08-2015,25-08-2015,1,0,16672,16672,0
8037,operating,3240000,1,21-08-2013,21-08-2013,1,0,15938,15938,0
8038,operating,,1,01-12-2013,01-12-2013,1,0,16040,16040,0
8039,operating,2000000,1,22-07-2011,22-07-2011,1,0,15177,15177,0
8040,closed,403964.3473,1,27-07-2015,27-07-2015,1,0,16643,16643,0
8041,operating,,1,26-12-2011,26-12-2011,1,0,15334,15334,0
8042,operating,15000,2,01-11-2014,01-10-2015,1,334,16375,16709,0
8043,operating,20000000,5,01-11-2006,04-10-2011,5,1798,13453,15251,0
8044,operating,1000,1,01-01-2014,01-01-2014,1,0,16071,16071,0
8045,closed,100000,1,01-01-2009,01-01-2009,1,0,14245,14245,0
8046,operating,78000000,4,23-09-2013,01-12-2014,4,434,15971,16405,0
8047,operating,200000,1,01-01-2013,01-01-2013,5,0,15706,15706,0
8048,operating,2946020,1,11-02-2013,11-02-2013,3,0,15747,15747,0
8049,operating,10000000,1,18-03-2011,18-03-2011,19,0,15051,15051,0
8050,operating,120000,1,09-06-2015,09-06-2015,4,0,16595,16595,0
8051,ipo,65982896,3,13-08-2009,14-10-2013,1,1523,14469,15992,1
8052,operating,55000000,2,05-01-2011,27-04-2011,2,112,14979,15091,0
8053,operating,16135004,2,18-07-2011,02-04-2013,2,624,15173,15797,0
8054,closed,2535759,2,30-09-2011,09-12-2012,2,436,15247,15683,0
8055,closed,5800000,1,03-01-2006,03-01-2006,3,0,13151,13151,0
8056,operating,8600000,2,01-07-2013,07-07-2015,4,736,15887,16623,0
8057,closed,42700000,1,12-06-2007,12-06-2007,3,0,13676,13676,0
8058,operating,2465000,4,07-01-2013,15-04-2015,4,828,15712,16540,0
8059,operating,,1,01-01-2011,01-01-2011,1,0,14975,14975,0
8060,acquired,5000000,3,01-03-2005,01-03-2007,11,730,12843,13573,1
8061,closed,260000000,2,13-10-2008,30-07-2014,4,2116,14165,16281,0
8062,operating,49000000,4,08-09-2006,17-08-2009,13,1074,13399,14473,0
8063,operating,,2,26-03-2013,23-12-2013,2,272,15790,16062,0
8064,operating,1500000,2,16-07-2014,25-09-2015,2,436,16267,16703,0
8065,acquired,33010002,2,29-04-2009,18-12-2009,2,233,14363,14596,1
8066,acquired,38025999,4,12-05-2010,23-08-2013,12,1199,14741,15940,1
8067,operating,548472,2,01-10-2013,01-05-2014,2,212,15979,16191,0
8068,operating,,1,21-05-2015,21-05-2015,1,0,16576,16576,0
8069,acquired,,1,07-09-2006,07-09-2006,1,0,13398,13398,1
8070,operating,50000,1,29-10-2013,29-10-2013,1,0,16007,16007,0
8071,operating,22918631,5,01-04-2009,13-05-2014,9,1868,14335,16203,0
8072,operating,6600000,2,23-04-2009,02-12-2009,4,223,14357,14580,0
8073,operating,,1,05-08-2011,05-08-2011,1,0,15191,15191,0
8074,closed,16000000,1,29-08-2003,29-08-2003,2,0,12293,12293,0
8075,operating,82000000,3,01-03-2010,01-09-2014,5,1645,14669,16314,0
8076,operating,20000,1,05-02-2015,05-02-2015,1,0,16471,16471,0
8077,operating,,3,08-11-2012,06-04-2015,1,879,15652,16531,0
8078,operating,,1,05-12-2013,05-12-2013,1,0,16044,16044,0
8079,closed,,1,01-01-2008,01-01-2008,5,0,13879,13879,0
8080,operating,,1,14-12-2012,14-12-2012,1,0,15688,15688,0
8081,acquired,,1,18-09-2014,18-09-2014,1,0,16331,16331,1
8082,operating,,1,14-10-2014,14-10-2014,1,0,16357,16357,0
8083,closed,,1,01-08-2015,01-08-2015,1,0,16648,16648,0
8084,operating,2013725,1,27-12-2012,27-12-2012,2,0,15701,15701,0
8085,operating,,1,01-11-2005,01-11-2005,1,0,13088,13088,0
8086,acquired,90000000,1,15-01-2004,15-01-2004,1,0,12432,12432,1
8087,operating,10000000,1,01-01-2009,01-01-2009,1,0,14245,14245,0
8088,operating,154000,3,19-06-2012,01-12-2013,2,530,15510,16040,0
8089,operating,29651,2,29-11-2011,14-05-2012,2,167,15307,15474,0
8090,acquired,31828793,3,08-08-2008,19-03-2010,5,588,14099,14687,1
8091,operating,5000000,1,01-12-2010,01-12-2010,1,0,14944,14944,0
8092,operating,140041914,7,01-01-1999,17-09-2015,2,6103,10592,16695,0
8093,operating,,1,16-04-2012,16-04-2012,2,0,15446,15446,0
8094,acquired,,1,01-01-2001,01-01-2001,1,0,11323,11323,1
8095,closed,25000000,1,09-11-1999,09-11-1999,4,0,10904,10904,0
8096,acquired,13495343,3,20-12-2010,06-02-2014,2,1144,14963,16107,1
8097,operating,1850000,1,07-02-2006,07-02-2006,1,0,13186,13186,0
8098,acquired,80000000,2,28-10-2002,16-01-2004,12,445,11988,12433,1
8099,operating,98142,1,25-08-2014,25-08-2014,1,0,16307,16307,0
8100,operating,14000000,4,25-03-2013,17-06-2015,2,814,15789,16603,0
8101,operating,2214710,3,12-05-2014,01-03-2015,4,293,16202,16495,0
8102,operating,28500000,1,27-11-2013,27-11-2013,1,0,16036,16036,0
8103,closed,3610000,1,11-12-2007,11-12-2007,2,0,13858,13858,0
8104,operating,,1,01-04-2014,01-04-2014,1,0,16161,16161,0
8105,closed,697792,1,29-10-2008,29-10-2008,1,0,14181,14181,0
8106,operating,3750000,2,01-03-2006,01-03-2007,2,365,13208,13573,0
8107,operating,82029,1,20-12-2013,20-12-2013,1,0,16059,16059,0
8108,operating,2000011,4,23-11-2011,06-04-2014,5,865,15301,16166,0
8109,operating,91061,1,20-02-2015,20-02-2015,1,0,16486,16486,0
8110,operating,100000,1,23-03-2012,23-03-2012,1,0,15422,15422,0
8111,ipo,98203214,6,06-01-2004,21-01-2011,31,2572,12423,14995,1
8112,operating,32000000,2,01-10-2010,01-04-2012,3,548,14883,15431,0
8113,operating,4000000,1,30-04-2007,30-04-2007,1,0,13633,13633,0
8114,operating,5250000,1,22-08-2007,22-08-2007,1,0,13747,13747,0
8115,operating,1000000,1,24-03-2015,24-03-2015,1,0,16518,16518,0
8116,operating,100000,1,14-08-2015,14-08-2015,1,0,16661,16661,0
8117,operating,62862,2,01-05-2014,01-02-2015,2,276,16191,16467,0
8118,closed,66230,1,01-04-2009,01-04-2009,2,0,14335,14335,0
8119,operating,40000,1,04-06-2012,04-06-2012,1,0,15495,15495,0
8120,closed,1100000,2,18-04-2011,01-01-2013,1,624,15082,15706,0
8121,operating,18000,1,20-01-2012,20-01-2012,1,0,15359,15359,0
8122,closed,4000000,2,06-12-2006,15-05-2007,2,160,13488,13648,0
8123,ipo,245650000,3,01-05-2008,24-03-2015,10,2518,14000,16518,1
8124,operating,700000,3,05-03-2014,01-09-2014,1,180,16134,16314,0
8125,operating,118000,1,06-07-2015,06-07-2015,1,0,16622,16622,0
8126,acquired,4899605,3,14-06-2012,07-10-2013,2,480,15505,15985,1
8127,operating,25107,1,01-11-2014,01-11-2014,1,0,16375,16375,0
8128,operating,200000,1,01-10-2013,01-10-2013,1,0,15979,15979,0
8129,operating,10000000,2,30-07-2011,17-03-2014,6,961,15185,16146,0
8130,operating,1720000,3,30-12-2013,14-08-2015,9,592,16069,16661,0
8131,operating,220000,2,12-02-2009,14-12-2009,2,305,14287,14592,0
8132,operating,1007468,2,18-10-2010,08-09-2011,4,325,14900,15225,0
8133,operating,4750000,2,23-01-2013,10-12-2013,12,321,15728,16049,0
8134,closed,,1,01-01-2010,01-01-2010,1,0,14610,14610,0
8135,operating,20118,1,26-02-2012,26-02-2012,1,0,15396,15396,0
8136,operating,112500,2,01-07-2014,01-07-2014,2,0,16252,16252,0
8137,operating,,1,03-02-2014,03-02-2014,1,0,16104,16104,0
8138,ipo,,3,01-01-2002,01-08-2008,3,2404,11688,14092,1
8139,operating,40000,1,01-06-2014,01-06-2014,1,0,16222,16222,0
8140,operating,2936953,1,28-02-2014,28-02-2014,1,0,16129,16129,0
8141,operating,13500150,2,13-11-2003,15-03-2012,1,3045,12369,15414,0
8142,operating,181509,2,01-02-2013,07-07-2013,3,156,15737,15893,0
8143,closed,3400000,1,27-09-2001,27-09-2001,3,0,11592,11592,0
8144,operating,6000000,1,19-05-2015,19-05-2015,6,0,16574,16574,0
8145,operating,39000000,1,11-03-2014,11-03-2014,1,0,16140,16140,0
8146,operating,10000000,1,27-04-2004,27-04-2004,4,0,12535,12535,0
8147,operating,7800000,1,21-08-2013,21-08-2013,1,0,15938,15938,0
8148,closed,2500000,1,14-08-2007,14-08-2007,1,0,13739,13739,0
8149,operating,4000000,1,08-07-2015,08-07-2015,2,0,16624,16624,0
8150,operating,6000000,1,05-09-2013,05-09-2013,1,0,15953,15953,0
8151,closed,4000000,1,29-01-2007,29-01-2007,6,0,13542,13542,0
8152,operating,12110000,5,01-11-2011,10-09-2014,6,1044,15279,16323,0
8153,operating,200000,1,03-03-2012,03-03-2012,1,0,15402,15402,0
8154,operating,424999,2,24-05-2012,02-10-2012,1,131,15484,15615,0
8155,operating,,1,31-01-2013,31-01-2013,1,0,15736,15736,0
8156,operating,150000,1,27-03-2014,27-03-2014,2,0,16156,16156,0
8157,operating,3000000,1,14-04-2003,14-04-2003,1,0,12156,12156,0
8158,acquired,65277712,5,01-08-2002,10-02-2010,9,2750,11900,14650,1
8159,operating,20000000,2,05-01-2015,09-09-2015,7,247,16440,16687,0
8160,operating,149307,1,01-01-2001,01-01-2001,1,0,11323,11323,0
8161,operating,,1,20-12-2011,20-12-2011,1,0,15328,15328,0
8162,acquired,409299,1,01-06-2009,01-06-2009,1,0,14396,14396,1
8163,ipo,7100000,2,24-02-2014,12-08-2015,1,534,16125,16659,1
8164,operating,94000100,3,01-08-2012,05-02-2013,2,188,15553,15741,0
8165,operating,7100000,1,10-01-2003,10-01-2003,3,0,12062,12062,0
8166,operating,6000000,1,12-10-2010,12-10-2010,7,0,14894,14894,0
8167,operating,,1,01-01-2010,01-01-2010,1,0,14610,14610,0
8168,operating,,1,12-03-2014,12-03-2014,3,0,16141,16141,0
8169,operating,,1,16-02-2015,16-02-2015,1,0,16482,16482,0
8170,acquired,5300000,1,21-12-2006,21-12-2006,2,0,13503,13503,1
8171,operating,47200000,5,19-12-2012,24-08-2015,13,978,15693,16671,0
8172,acquired,1390750,3,16-04-2014,06-01-2015,6,265,16176,16441,1
8173,acquired,2900000,3,01-01-2013,16-12-2014,3,714,15706,16420,1
8174,operating,23499999,5,01-12-2011,30-07-2015,14,1337,15309,16646,0
8175,operating,,1,16-12-2009,16-12-2009,1,0,14594,14594,0
8176,operating,1835140,1,26-03-2015,26-03-2015,1,0,16520,16520,0
8177,operating,13412177,2,02-05-2008,18-06-2014,6,2238,14001,16239,0
8178,operating,115837966,1,21-04-2011,21-04-2011,1,0,15085,15085,0
8179,operating,318000,3,08-05-2013,27-07-2015,1,810,15833,16643,0
8180,operating,51549988,5,21-01-2011,18-03-2015,11,1517,14995,16512,0
8181,acquired,430000,3,15-11-2006,15-11-2007,5,365,13467,13832,1
8182,operating,100000,1,01-01-2014,01-01-2014,1,0,16071,16071,0
8183,operating,,1,01-02-2000,01-02-2000,2,0,10988,10988,0
8184,closed,,1,14-10-2009,14-10-2009,2,0,14531,14531,0
8185,operating,7505382.967,2,06-07-2011,01-12-2015,1,1609,15161,16770,0
8186,operating,,1,28-02-2006,28-02-2006,1,0,13207,13207,0
8187,operating,2500000,2,01-01-2014,28-02-2014,10,58,16071,16129,0
8188,operating,162425,2,01-07-2013,01-08-2014,3,396,15887,16283,0
8189,operating,2500000,1,01-01-2013,01-01-2013,1,0,15706,15706,0
8190,operating,3900000,2,07-02-2011,16-08-2011,9,190,15012,15202,0
8191,operating,61100000,5,21-10-2009,24-12-2014,6,1890,14538,16428,0
8192,operating,,1,28-09-2015,28-09-2015,1,0,16706,16706,0
8193,operating,500000,2,01-10-2012,01-04-2013,1,182,15614,15796,0
8194,operating,9500000,1,17-06-2013,17-06-2013,1,0,15873,15873,0
8195,operating,41000000,2,06-09-2005,20-11-2009,4,1536,13032,14568,0
8196,operating,553576,2,01-01-2014,22-01-2015,4,386,16071,16457,0
8197,operating,2600000,3,01-01-2011,16-10-2012,2,654,14975,15629,0
8198,operating,,2,04-10-2012,26-12-2012,4,83,15617,15700,0
8199,operating,23080241,7,01-04-2001,01-08-2009,8,3044,11413,14457,0
8200,operating,,1,01-05-2014,01-05-2014,1,0,16191,16191,0
8201,acquired,,1,06-09-2011,06-09-2011,3,0,15223,15223,1
8202,operating,3250000,2,06-05-2015,20-07-2015,7,75,16561,16636,0
8203,operating,14400000,4,15-04-2011,28-08-2014,1,1231,15079,16310,0
8204,operating,17915742,1,18-12-2000,18-12-2000,2,0,11309,11309,0
8205,operating,987290,2,23-02-2010,22-06-2011,3,484,14663,15147,0
8206,operating,2548428.639,1,11-10-2007,11-10-2007,1,0,13797,13797,0
8207,operating,,1,21-05-2003,21-05-2003,1,0,12193,12193,0
8208,operating,,1,01-09-2015,01-09-2015,2,0,16679,16679,0
8209,operating,6000000,1,01-04-2004,01-04-2004,1,0,12509,12509,0
8210,acquired,18000000,1,13-02-2006,13-02-2006,7,0,13192,13192,1
8211,operating,89500000,3,19-01-2010,19-12-2013,4,1430,14628,16058,0
8212,operating,81100000,4,28-09-2010,12-11-2015,17,1871,14880,16751,0
8213,operating,1100000,1,14-07-2014,14-07-2014,3,0,16265,16265,0
8214,operating,,1,16-01-2009,16-01-2009,1,0,14260,14260,0
8215,operating,11625000,3,30-07-2012,31-07-2015,4,1096,15551,16647,0
8216,operating,12000000,2,01-06-2014,27-08-2015,10,452,16222,16674,0
8217,operating,4000000,1,03-12-2012,03-12-2012,1,0,15677,15677,0
8218,operating,,2,01-08-1994,01-08-1996,2,731,8978,9709,0
8219,operating,75511200,6,13-06-2007,01-06-2015,28,2910,13677,16587,0
8220,operating,245560,1,01-12-2013,01-12-2013,1,0,16040,16040,0
8221,operating,25000,1,04-07-2008,04-07-2008,1,0,14064,14064,0
8222,operating,1800000,1,03-03-2015,03-03-2015,1,0,16497,16497,0
8223,operating,,1,01-05-2007,01-05-2007,1,0,13634,13634,0
8224,operating,345000,3,27-11-2012,01-07-2014,1,581,15671,16252,0
8225,operating,268900,1,27-08-2013,27-08-2013,1,0,15944,15944,0
8226,operating,871766,2,01-01-2014,01-10-2014,2,273,16071,16344,0
8227,operating,15000000,1,13-01-2015,13-01-2015,6,0,16448,16448,0
8228,operating,785000,1,30-03-2006,30-03-2006,1,0,13237,13237,0
8229,closed,125000000,1,22-01-2007,22-01-2007,3,0,13535,13535,0
8230,operating,36400000,3,05-09-2014,02-09-2015,9,362,16318,16680,0
8231,operating,24500000,2,02-12-2015,02-12-2015,3,0,16771,16771,0
8232,operating,,1,23-10-2013,23-10-2013,1,0,16001,16001,0
8233,operating,10000000,1,12-03-2007,12-03-2007,3,0,13584,13584,0
8234,operating,20000,1,01-06-2010,01-06-2010,1,0,14761,14761,0
8235,ipo,12000000,2,27-01-2003,08-11-2005,3,1016,12079,13095,1
8236,operating,550000,1,15-07-2014,15-07-2014,8,0,16266,16266,0
8237,operating,,1,01-05-2012,01-05-2012,1,0,15461,15461,0
8238,operating,,1,01-11-2011,01-11-2011,1,0,15279,15279,0
8239,operating,2573200,1,17-04-2014,17-04-2014,3,0,16177,16177,0
8240,operating,4000000,1,23-04-2010,23-04-2010,3,0,14722,14722,0
8241,operating,49342,1,15-04-2013,15-04-2013,1,0,15810,15810,0
8242,ipo,252303692,10,01-01-2007,01-04-2012,26,1917,13514,15431,1
8243,operating,4796229,3,01-06-2013,01-10-2013,2,122,15857,15979,0
8244,operating,57000000,3,01-01-2001,29-03-2007,12,2278,11323,13601,0
8245,operating,125000,1,11-06-2013,11-06-2013,5,0,15867,15867,0
8246,operating,,1,11-11-2013,11-11-2013,1,0,16020,16020,0
8247,operating,68713546,6,10-10-2006,19-02-2015,9,3054,13431,16485,0
8248,operating,7200000,1,08-11-2010,08-11-2010,2,0,14921,14921,0
8249,operating,28000000,2,09-10-2007,30-09-2008,4,357,13795,14152,0
8250,operating,2623007,3,30-09-2010,18-09-2013,1,1084,14882,15966,0
8251,operating,8250000,1,08-01-2014,08-01-2014,1,0,16078,16078,0
8252,acquired,2590000,1,20-04-2006,20-04-2006,2,0,13258,13258,1
8253,operating,54000000,3,07-06-2012,10-09-2015,7,1190,15498,16688,0
8254,operating,,2,16-05-2013,23-01-2014,11,252,15841,16093,0
8255,operating,,1,10-06-2010,10-06-2010,1,0,14770,14770,0
8256,operating,650000,2,01-11-2013,05-11-2014,2,369,16010,16379,0
8257,closed,25000,1,11-11-2015,11-11-2015,1,0,16750,16750,0
8258,operating,5000000,2,01-12-2007,01-09-2011,5,1370,13848,15218,0
8259,operating,,1,26-02-2014,26-02-2014,2,0,16127,16127,0
8260,operating,17025000,2,01-07-2014,29-01-2015,3,212,16252,16464,0
8261,operating,13000000,2,24-03-2006,04-02-2008,3,682,13231,13913,0
8262,operating,1700000,2,12-11-2013,18-02-2015,4,463,16021,16484,0
8263,operating,100000,1,01-10-2012,01-10-2012,2,0,15614,15614,0
8264,operating,,1,01-09-2012,01-09-2012,1,0,15584,15584,0
8265,operating,26835204,6,27-05-2010,29-08-2014,3,1555,14756,16311,0
8266,ipo,54387500,4,13-04-2011,01-12-2015,1,1693,15077,16770,1
8267,operating,75000,1,02-01-2013,02-01-2013,1,0,15707,15707,0
8268,closed,,1,13-08-2009,13-08-2009,1,0,14469,14469,0
8269,closed,1500000,2,01-01-2008,01-01-2008,4,0,13879,13879,0
8270,operating,25000,1,01-05-2014,01-05-2014,1,0,16191,16191,0
8271,operating,170000,2,04-03-2014,13-09-2014,2,193,16133,16326,0
8272,operating,44600000,4,15-01-2013,09-10-2015,11,997,15720,16717,0
8273,acquired,80000000,1,02-09-2002,02-09-2002,1,0,11932,11932,1
8274,operating,1681068,4,17-11-2011,29-10-2013,3,712,15295,16007,0
